#'chr'	'start'	'end'	'blunt.KKL_35_0_25X.bam'	'cap.KKL_35_0_25X.bam'	'dual_pen.KKL_35_0_25X.bam'	'erm.KKL_35_0_25X.bam'	'pen.KKL_35_0_25X.bam'	'tuf.KKL_35_0_25X.bam'
NC_007795.1	2500588	2500590	7.0	10.0	2.0	3.0	11.0	6.0
NC_007795.1	2500610	2500612	0.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500629	2500631	0.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500661	2500663	12.0	1.0	5.0	3.0	0.0	1.0
NC_007795.1	2500682	2500684	1.0	1.0	1.0	4.0	0.0	1.0
NC_007795.1	2500685	2500687	2.0	2.0	16.0	8.0	1.0	2.0
NC_007795.1	2500694	2500696	1.0	2.0	15.0	4.0	1.0	1.0
NC_007795.1	2500700	2500702	1.0	2.0	15.0	4.0	1.0	2.0
NC_007795.1	2500707	2500709	0.0	1.0	1.0	3.0	1.0	1.0
NC_007795.1	2500710	2500712	0.0	1.0	1.0	3.0	1.0	1.0
NC_007795.1	2500718	2500720	1.0	2.0	1.0	3.0	1.0	0.0
NC_007795.1	2500740	2500742	1.0	0.0	1.0	4.0	1.0	2.0
NC_007795.1	2500748	2500750	1.0	0.0	2.0	4.0	1.0	2.0
NC_007795.1	2500766	2500768	4.0	2.0	14.0	0.0	1.0	4.0
NC_007795.1	2500773	2500775	3.0	0.0	4.0	0.0	2.0	9.0
NC_007795.1	2500775	2500777	7.0	0.0	15.0	0.0	2.0	17.0
NC_007795.1	2500779	2500781	5.0	4.0	13.0	7.0	1.0	16.0
NC_007795.1	2500781	2500783	5.0	4.0	12.0	7.0	1.0	16.0
NC_007795.1	2500793	2500795	0.0	4.0	0.0	7.0	0.0	1.0
NC_007795.1	2500819	2500821	17.0	1.0	1.0	5.0	2.0	7.0
NC_007795.1	2500827	2500829	17.0	1.0	1.0	5.0	2.0	7.0
NC_007795.1	2500829	2500831	18.0	4.0	1.0	13.0	1.0	9.0
NC_007795.1	2500850	2500852	22.0	4.0	3.0	5.0	3.0	4.0
NC_007795.1	2500856	2500858	23.0	2.0	2.0	3.0	0.0	2.0
NC_007795.1	2500874	2500876	0.0	0.0	0.0	0.0	0.0	1.0
NC_007795.1	2500886	2500888	6.0	1.0	4.0	1.0	3.0	3.0
NC_007795.1	2500896	2500898	7.0	3.0	11.0	1.0	4.0	3.0
NC_007795.1	2500901	2500903	7.0	2.0	8.0	1.0	3.0	3.0
NC_007795.1	2500908	2500910	1.0	2.0	7.0	0.0	1.0	1.0
NC_007795.1	2500916	2500918	0.0	0.0	0.0	0.0	0.0	0.0
NC_007795.1	2500934	2500936	1.0	0.0	1.0	1.0	0.0	6.0
NC_007795.1	2500943	2500945	2.0	0.0	0.0	2.0	1.0	8.0
NC_007795.1	2500945	2500947	2.0	3.0	0.0	2.0	1.0	10.0
NC_007795.1	2500961	2500963	1.0	0.0	1.0	2.0	0.0	7.0
NC_007795.1	2500964	2500966	1.0	1.0	1.0	3.0	1.0	2.0
NC_007795.1	2500978	2500980	0.0	1.0	0.0	2.0	1.0	0.0
NC_007795.1	2500994	2500996	0.0	0.0	1.0	2.0	0.0	0.0
NC_007795.1	2501010	2501012	0.0	0.0	3.0	2.0	9.0	1.0
NC_007795.1	2501013	2501015	0.0	0.0	2.0	0.0	9.0	1.0
NC_007795.1	2501022	2501024	5.0	0.0	2.0	0.0	10.0	1.0
NC_007795.1	2501028	2501030	6.0	0.0	0.0	1.0	1.0	0.0
